incident_id,start_at,end_at,status
18323061,2023-08-30T16:49:00Z,2023-08-30T17:37:00Z,Update
18323061,2023-08-30T17:37:00Z,2023-08-30T18:10:00Z,Update
18323061,2023-08-30T18:10:00Z,2023-08-30T19:13:00Z,Update
18323061,2023-08-30T19:13:00Z,2023-08-30T20:42:00Z,Update
18323061,2023-08-30T20:42:00Z,2023-08-30T20:53:00Z,Update
18325445,2023-08-30T20:56:00Z,2023-08-30T21:04:00Z,Investigating
18349696,2023-09-01T14:35:00Z,2023-09-01T14:51:00Z,Investigating
18349696,2023-09-01T14:51:00Z,2023-09-01T15:06:00Z,Update
18383707,2023-09-04T14:21:00Z,2023-09-04T14:48:00Z,Investigating
18387515,2023-09-04T21:28:00Z,2023-09-04T21:56:00Z,Investigating
18390137,2023-09-05T03:18:00Z,2023-09-05T03:27:00Z,Investigating
18390565,2023-09-05T04:17:00Z,2023-09-05T04:51:00Z,Investigating
18390565,2023-09-05T04:51:00Z,2023-09-05T04:52:00Z,Update
18390565,2023-09-05T04:52:00Z,2023-09-05T05:09:00Z,Update
18390565,2023-09-05T05:09:00Z,2023-09-05T05:09:00Z,Update
18390565,2023-09-05T05:09:00Z,2023-09-05T05:10:00Z,Update
18391769,2023-09-05T06:59:00Z,2023-09-05T07:30:00Z,Investigating
18391769,2023-09-05T07:30:00Z,2023-09-05T08:01:00Z,Update
18391769,2023-09-05T08:01:00Z,2023-09-05T08:04:00Z,Update
18391769,2023-09-05T08:04:00Z,2023-09-05T08:32:00Z,Update
18391769,2023-09-05T08:32:00Z,2023-09-05T09:03:00Z,Update
18391769,2023-09-05T09:03:00Z,2023-09-05T09:35:00Z,Update
18391769,2023-09-05T09:35:00Z,2023-09-05T10:17:00Z,Update
18391769,2023-09-05T10:17:00Z,2023-09-05T10:39:00Z,Update
18391769,2023-09-05T10:39:00Z,2023-09-05T10:52:00Z,Update
18391769,2023-09-05T10:52:00Z,2023-09-05T11:37:00Z,Update
18391769,2023-09-05T11:37:00Z,2023-09-05T12:15:00Z,Update
18391769,2023-09-05T12:15:00Z,2023-09-05T12:48:00Z,Update
18391769,2023-09-05T12:48:00Z,2023-09-05T13:18:00Z,Update
18391769,2023-09-05T13:18:00Z,2023-09-05T14:03:00Z,Update
18391769,2023-09-05T14:03:00Z,2023-09-05T14:19:00Z,Update
18397360,2023-09-05T16:30:00Z,2023-09-05T16:31:00Z,Investigating
18397360,2023-09-05T16:31:00Z,2023-09-05T16:31:00Z,Update
18397360,2023-09-05T16:31:00Z,2023-09-05T16:33:00Z,Update
18397360,2023-09-05T16:33:00Z,2023-09-05T16:35:00Z,Update
18397360,2023-09-05T16:35:00Z,2023-09-05T16:39:00Z,Update
18397360,2023-09-05T16:39:00Z,2023-09-05T16:40:00Z,Update
18397360,2023-09-05T16:40:00Z,2023-09-05T16:44:00Z,Update
18397360,2023-09-05T16:44:00Z,2023-09-05T16:45:00Z,Update
18397360,2023-09-05T16:45:00Z,2023-09-05T16:48:00Z,Update
18397360,2023-09-05T16:48:00Z,2023-09-05T16:49:00Z,Update
18397360,2023-09-05T16:49:00Z,2023-09-05T16:49:00Z,Update
18397360,2023-09-05T16:49:00Z,2023-09-05T16:50:00Z,Update
18397360,2023-09-05T16:50:00Z,2023-09-05T16:51:00Z,Update
18397360,2023-09-05T16:51:00Z,2023-09-05T16:51:00Z,Update
18397360,2023-09-05T16:51:00Z,2023-09-05T17:00:00Z,Update
18397360,2023-09-05T17:00:00Z,2023-09-05T17:01:00Z,Update
18397360,2023-09-05T17:01:00Z,2023-09-05T17:01:00Z,Update
18405639,2023-09-06T08:21:00Z,2023-09-06T08:53:00Z,Investigating
18405639,2023-09-06T08:53:00Z,2023-09-06T09:03:00Z,Update
18405639,2023-09-06T09:03:00Z,2023-09-06T10:07:00Z,Update
18405639,2023-09-06T10:07:00Z,2023-09-06T11:41:00Z,Update
18413002,2023-09-06T20:32:00Z,2023-09-06T20:36:00Z,Investigating
18413002,2023-09-06T20:36:00Z,2023-09-06T21:51:00Z,Update
18413002,2023-09-06T21:51:00Z,2023-09-06T21:58:00Z,Update
18419904,2023-09-07T10:02:00Z,2023-09-07T10:38:00Z,Investigating
18486200,2023-09-13T03:45:00Z,2023-09-13T04:02:00Z,Investigating
18486200,2023-09-13T04:02:00Z,2023-09-13T05:02:00Z,Update
18486200,2023-09-13T05:02:00Z,2023-09-13T07:16:00Z,Update
18499199,2023-09-14T09:35:00Z,2023-09-14T10:01:00Z,Investigating
18499199,2023-09-14T10:01:00Z,2023-09-14T10:21:00Z,Update
18539261,2023-09-18T21:16:00Z,2023-09-18T21:26:00Z,Investigating
18539350,2023-09-18T21:28:00Z,2023-09-18T21:28:00Z,Investigating
18539350,2023-09-18T21:28:00Z,2023-09-18T21:33:00Z,Update
18545635,2023-09-19T13:21:00Z,2023-09-19T13:29:00Z,Investigating
18545635,2023-09-19T13:29:00Z,2023-09-19T13:52:00Z,Update
18545635,2023-09-19T13:52:00Z,2023-09-19T13:53:00Z,Update
18545635,2023-09-19T13:53:00Z,2023-09-19T14:04:00Z,Update
18549324,2023-09-19T20:57:00Z,2023-09-19T21:01:00Z,Investigating
18549324,2023-09-19T21:01:00Z,2023-09-19T21:10:00Z,Update
18549324,2023-09-19T21:10:00Z,2023-09-19T21:29:00Z,Update
18549324,2023-09-19T21:29:00Z,2023-09-19T21:48:00Z,Update
18549324,2023-09-19T21:48:00Z,2023-09-19T22:21:00Z,Update
18549324,2023-09-19T22:21:00Z,2023-09-19T22:23:00Z,Update
18549324,2023-09-19T22:23:00Z,2023-09-19T22:55:00Z,Update
18549324,2023-09-19T22:55:00Z,2023-09-19T22:59:00Z,Update
18549324,2023-09-19T22:59:00Z,2023-09-19T23:00:00Z,Update
18549324,2023-09-19T23:00:00Z,2023-09-19T23:33:00Z,Update
18549324,2023-09-19T23:33:00Z,2023-09-20T00:04:00Z,Update
18549324,2023-09-20T00:04:00Z,2023-09-20T00:20:00Z,Update
18549324,2023-09-20T00:20:00Z,2023-09-20T00:44:00Z,Update
18549324,2023-09-20T00:44:00Z,2023-09-20T01:53:00Z,Update
18549324,2023-09-20T01:53:00Z,2023-09-20T02:35:00Z,Update
18549324,2023-09-20T02:35:00Z,2023-09-20T03:17:00Z,Update
18549324,2023-09-20T03:17:00Z,2023-09-20T04:01:00Z,Update
18549324,2023-09-20T04:01:00Z,2023-09-20T04:02:00Z,Update
18549324,2023-09-20T04:02:00Z,2023-09-20T04:28:00Z,Update
18549324,2023-09-20T04:28:00Z,2023-09-20T04:28:00Z,Resolved
18553979,2023-09-20T09:20:00Z,2023-09-20T09:21:00Z,Investigating
18553979,2023-09-20T09:21:00Z,2023-09-20T09:31:00Z,Update
18553979,2023-09-20T09:31:00Z,2023-09-20T09:33:00Z,Update
18559428,2023-09-20T20:21:00Z,2023-09-20T20:47:00Z,Investigating
18559428,2023-09-20T20:47:00Z,2023-09-20T21:05:00Z,Update
18559428,2023-09-20T21:05:00Z,2023-09-20T21:05:00Z,Update
18578590,2023-09-22T17:10:00Z,2023-09-22T17:27:00Z,Investigating
18578590,2023-09-22T17:27:00Z,2023-09-22T17:39:00Z,Update
18616715,2023-09-27T00:23:00Z,2023-09-27T00:58:00Z,Investigating
18616715,2023-09-27T00:58:00Z,2023-09-27T00:58:00Z,Resolved
18699288,2023-10-05T14:18:00Z,2023-10-05T14:34:00Z,Investigating
18699288,2023-10-05T14:34:00Z,2023-10-05T15:20:00Z,Update
18699288,2023-10-05T15:20:00Z,2023-10-05T16:01:00Z,Update
18699288,2023-10-05T16:01:00Z,2023-10-05T16:12:00Z,Update
18699288,2023-10-05T16:12:00Z,2023-10-05T16:42:00Z,Update
18699288,2023-10-05T16:42:00Z,2023-10-05T16:42:00Z,Resolved
18703944,2023-10-06T01:12:00Z,2023-10-06T01:31:00Z,Investigating
18703944,2023-10-06T01:31:00Z,2023-10-06T02:03:00Z,Update
18703944,2023-10-06T02:03:00Z,2023-10-06T02:42:00Z,Update
18703944,2023-10-06T02:42:00Z,2023-10-06T02:59:00Z,Update
18703944,2023-10-06T02:59:00Z,2023-10-06T02:59:00Z,Resolved
18732977,2023-10-09T14:51:00Z,2023-10-09T14:52:00Z,Investigating
18732977,2023-10-09T14:52:00Z,2023-10-09T15:18:00Z,Update
18732977,2023-10-09T15:18:00Z,2023-10-09T15:18:00Z,Resolved
18825532,2023-10-17T11:14:00Z,2023-10-17T11:18:00Z,Investigating
18825532,2023-10-17T11:18:00Z,2023-10-17T12:18:00Z,Update
18825532,2023-10-17T12:18:00Z,2023-10-17T13:24:00Z,Update
18825532,2023-10-17T13:24:00Z,2023-10-17T13:46:00Z,Update
18825532,2023-10-17T13:46:00Z,2023-10-17T13:49:00Z,Update
18825532,2023-10-17T13:49:00Z,2023-10-17T13:49:00Z,Resolved
18888976,2023-10-22T15:16:00Z,2023-10-22T15:34:00Z,Investigating
18888976,2023-10-22T15:34:00Z,2023-10-22T15:58:00Z,Update
18888976,2023-10-22T15:58:00Z,2023-10-22T16:07:00Z,Update
18888976,2023-10-22T16:07:00Z,2023-10-22T16:07:00Z,Resolved
18923106,2023-10-25T12:10:00Z,2023-10-25T12:29:00Z,Investigating
18923106,2023-10-25T12:29:00Z,2023-10-25T12:56:00Z,Update
18923106,2023-10-25T12:56:00Z,2023-10-25T13:02:00Z,Update
18923106,2023-10-25T13:02:00Z,2023-10-25T13:02:00Z,Resolved
18927539,2023-10-25T20:50:00Z,2023-10-25T20:53:00Z,Investigating
18927539,2023-10-25T20:53:00Z,2023-10-25T21:19:00Z,Update
18927539,2023-10-25T21:19:00Z,2023-10-25T21:37:00Z,Update
18927539,2023-10-25T21:37:00Z,2023-10-25T22:15:00Z,Update
18927539,2023-10-25T22:15:00Z,2023-10-25T22:15:00Z,Resolved
19011858,2023-11-03T16:10:00Z,2023-11-03T16:11:00Z,Investigating
19011858,2023-11-03T16:11:00Z,2023-11-03T16:56:00Z,Update
19011858,2023-11-03T16:56:00Z,2023-11-03T17:22:00Z,Update
19011858,2023-11-03T17:22:00Z,2023-11-03T17:25:00Z,Update
19011858,2023-11-03T17:25:00Z,2023-11-03T17:53:00Z,Update
19011858,2023-11-03T17:53:00Z,2023-11-03T18:25:00Z,Update
19011858,2023-11-03T18:25:00Z,2023-11-03T18:55:00Z,Update
19011858,2023-11-03T18:55:00Z,2023-11-03T18:55:00Z,Update
19011858,2023-11-03T18:55:00Z,2023-11-03T18:55:00Z,Update
19011858,2023-11-03T18:55:00Z,2023-11-03T18:56:00Z,Update
19011858,2023-11-03T18:56:00Z,2023-11-03T18:58:00Z,Update
19011858,2023-11-03T18:58:00Z,2023-11-03T18:59:00Z,Update
19011858,2023-11-03T18:59:00Z,2023-11-03T19:00:00Z,Update
19011858,2023-11-03T19:00:00Z,2023-11-03T19:01:00Z,Update
19011858,2023-11-03T19:01:00Z,2023-11-03T19:07:00Z,Update
19011858,2023-11-03T19:07:00Z,2023-11-03T19:08:00Z,Update
19011858,2023-11-03T19:08:00Z,2023-11-03T19:09:00Z,Update
19011858,2023-11-03T19:09:00Z,2023-11-03T19:10:00Z,Update
19011858,2023-11-03T19:10:00Z,2023-11-03T19:13:00Z,Update
19011858,2023-11-03T19:13:00Z,2023-11-03T19:14:00Z,Update
19011858,2023-11-03T19:14:00Z,2023-11-03T19:14:00Z,Update
19011858,2023-11-03T19:14:00Z,2023-11-03T19:15:00Z,Update
19011858,2023-11-03T19:15:00Z,2023-11-03T19:15:00Z,Update
19011858,2023-11-03T19:15:00Z,2023-11-03T19:15:00Z,Update
19011858,2023-11-03T19:15:00Z,2023-11-03T19:15:00Z,Update
19011858,2023-11-03T19:15:00Z,2023-11-03T19:15:00Z,Update
19011858,2023-11-03T19:15:00Z,2023-11-03T19:15:00Z,Update
19011858,2023-11-03T19:15:00Z,2023-11-03T19:17:00Z,Update
19011858,2023-11-03T19:17:00Z,2023-11-03T19:21:00Z,Update
19046007,2023-11-07T13:44:00Z,2023-11-07T13:46:00Z,Investigating
19046007,2023-11-07T13:46:00Z,2023-11-07T13:50:00Z,Update
19046007,2023-11-07T13:50:00Z,2023-11-07T14:03:00Z,Update
19046007,2023-11-07T14:03:00Z,2023-11-07T14:15:00Z,Update
19046007,2023-11-07T14:15:00Z,2023-11-07T14:25:00Z,Update
19046007,2023-11-07T14:25:00Z,2023-11-07T14:25:00Z,Update
19046007,2023-11-07T14:25:00Z,2023-11-07T14:25:00Z,Resolved
19089302,2023-11-11T01:26:00Z,2023-11-11T01:40:00Z,Investigating
19089302,2023-11-11T01:40:00Z,2023-11-11T01:41:00Z,Update
19089302,2023-11-11T01:41:00Z,2023-11-11T01:42:00Z,Update
19089302,2023-11-11T01:42:00Z,2023-11-11T01:53:00Z,Update
19089302,2023-11-11T01:53:00Z,2023-11-11T02:13:00Z,Update
19089302,2023-11-11T02:13:00Z,2023-11-11T02:14:00Z,Update
19089302,2023-11-11T02:14:00Z,2023-11-11T02:14:00Z,Update
19089302,2023-11-11T02:14:00Z,2023-11-11T02:14:00Z,Resolved
19111238,2023-11-13T21:13:00Z,2023-11-13T21:15:00Z,Investigating
19111238,2023-11-13T21:15:00Z,2023-11-13T21:38:00Z,Update
19111238,2023-11-13T21:38:00Z,2023-11-13T21:38:00Z,Update
19111238,2023-11-13T21:38:00Z,2023-11-13T21:38:00Z,Resolved
19125900,2023-11-15T09:50:00Z,2023-11-15T11:04:00Z,Investigating
19125900,2023-11-15T11:04:00Z,2023-11-15T11:21:00Z,Update
19125900,2023-11-15T11:21:00Z,2023-11-15T11:33:00Z,Update
19125900,2023-11-15T11:33:00Z,2023-11-15T11:34:00Z,Update
19125900,2023-11-15T11:34:00Z,2023-11-15T11:34:00Z,Resolved
19186262,2023-11-21T10:11:00Z,2023-11-21T10:24:00Z,Investigating
19186262,2023-11-21T10:24:00Z,2023-11-21T11:12:00Z,Update
19186262,2023-11-21T11:12:00Z,2023-11-21T11:27:00Z,Update
19186262,2023-11-21T11:27:00Z,2023-11-21T11:27:00Z,Resolved
19228757,2023-11-27T19:43:00Z,2023-11-27T19:46:00Z,Investigating
19228757,2023-11-27T19:46:00Z,2023-11-27T20:16:00Z,Update
19228757,2023-11-27T20:16:00Z,2023-11-27T20:16:00Z,Update
19228757,2023-11-27T20:16:00Z,2023-11-27T20:22:00Z,Update
19228757,2023-11-27T20:22:00Z,2023-11-27T20:30:00Z,Update
19228757,2023-11-27T20:30:00Z,2023-11-27T20:39:00Z,Update
19228757,2023-11-27T20:39:00Z,2023-11-27T20:43:00Z,Update
19228757,2023-11-27T20:43:00Z,2023-11-27T20:44:00Z,Update
19228757,2023-11-27T20:44:00Z,2023-11-27T20:44:00Z,Update
19228757,2023-11-27T20:44:00Z,2023-11-27T21:11:00Z,Update
19228757,2023-11-27T21:11:00Z,2023-11-27T21:11:00Z,Resolved
19235767,2023-11-28T17:24:00Z,2023-11-28T17:36:00Z,Investigating
19235767,2023-11-28T17:36:00Z,2023-11-28T17:59:00Z,Update
19235767,2023-11-28T17:59:00Z,2023-11-28T17:59:00Z,Update
19235767,2023-11-28T17:59:00Z,2023-11-28T17:59:00Z,Resolved
19236112,2023-11-28T18:09:00Z,2023-11-28T18:09:00Z,Investigating
19236112,2023-11-28T18:09:00Z,2023-11-28T19:36:00Z,Update
19236112,2023-11-28T19:36:00Z,2023-11-28T19:40:00Z,Update
19262410,2023-12-01T15:49:00Z,2023-12-01T15:53:00Z,Investigating
19262410,2023-12-01T15:53:00Z,2023-12-01T15:55:00Z,Update
19262410,2023-12-01T15:55:00Z,2023-12-01T16:41:00Z,Update
19262410,2023-12-01T16:41:00Z,2023-12-01T17:36:00Z,Update
19262410,2023-12-01T17:36:00Z,2023-12-01T18:16:00Z,Update
19262410,2023-12-01T18:16:00Z,2023-12-01T18:16:00Z,Resolved
19474069,2023-12-18T21:17:00Z,2023-12-18T21:19:00Z,Investigating
19474069,2023-12-18T21:19:00Z,2023-12-18T21:26:00Z,Update
19474069,2023-12-18T21:26:00Z,2023-12-18T21:26:00Z,Update
19474069,2023-12-18T21:26:00Z,2023-12-18T21:26:00Z,Resolved
19483257,2023-12-19T21:12:00Z,2023-12-19T21:42:00Z,Investigating
19483257,2023-12-19T21:42:00Z,2023-12-19T21:42:00Z,Update
19483257,2023-12-19T21:42:00Z,2023-12-19T21:45:00Z,Update
19483257,2023-12-19T21:45:00Z,2023-12-19T21:58:00Z,Update
19483257,2023-12-19T21:58:00Z,2023-12-19T22:10:00Z,Update
19483257,2023-12-19T22:10:00Z,2023-12-19T22:12:00Z,Update
19483257,2023-12-19T22:12:00Z,2023-12-19T22:14:00Z,Update
19483257,2023-12-19T22:14:00Z,2023-12-19T22:20:00Z,Update
19483257,2023-12-19T22:20:00Z,2023-12-19T22:25:00Z,Update
19483257,2023-12-19T22:25:00Z,2023-12-19T22:50:00Z,Update
19483257,2023-12-19T22:50:00Z,2023-12-19T22:50:00Z,Resolved
19539585,2023-12-27T02:51:00Z,2023-12-27T03:06:00Z,Investigating
19539585,2023-12-27T03:06:00Z,2023-12-27T03:06:00Z,Update
19539585,2023-12-27T03:06:00Z,2023-12-27T03:06:00Z,Resolved
19539589,2023-12-27T02:53:00Z,2023-12-27T02:53:00Z,Investigating
19539589,2023-12-27T02:53:00Z,2023-12-27T03:09:00Z,Update
19539589,2023-12-27T03:09:00Z,2023-12-27T03:14:00Z,Update
19539589,2023-12-27T03:14:00Z,2023-12-27T03:57:00Z,Update
19539589,2023-12-27T03:57:00Z,2023-12-27T04:00:00Z,Update
19539589,2023-12-27T04:00:00Z,2023-12-27T04:00:00Z,Resolved
19544647,2023-12-27T18:29:00Z,2023-12-27T18:29:00Z,Investigating
19544647,2023-12-27T18:29:00Z,2023-12-27T19:01:00Z,Update
19544647,2023-12-27T19:01:00Z,2023-12-27T19:12:00Z,Update
19544647,2023-12-27T19:12:00Z,2023-12-27T19:25:00Z,Update
19544647,2023-12-27T19:25:00Z,2023-12-27T19:25:00Z,Update
19544647,2023-12-27T19:25:00Z,2023-12-27T19:25:00Z,Resolved
19548383,2023-12-28T06:43:00Z,2023-12-28T06:48:00Z,Investigating
19548383,2023-12-28T06:48:00Z,2023-12-28T06:49:00Z,Update
19548383,2023-12-28T06:49:00Z,2023-12-28T06:57:00Z,Update
19548383,2023-12-28T06:57:00Z,2023-12-28T06:57:00Z,Resolved
19554848,2023-12-29T01:41:00Z,2023-12-29T01:41:00Z,Investigating
19554848,2023-12-29T01:41:00Z,2023-12-29T02:04:00Z,Update
19554848,2023-12-29T02:04:00Z,2023-12-29T02:04:00Z,Resolved
19560110,2023-12-29T18:17:00Z,2023-12-29T18:21:00Z,Investigating
19560110,2023-12-29T18:21:00Z,2023-12-29T18:31:00Z,Update
19560110,2023-12-29T18:31:00Z,2023-12-29T18:33:00Z,Update
19560110,2023-12-29T18:33:00Z,2023-12-29T18:33:00Z,Resolved
19560904,2023-12-29T20:05:00Z,2023-12-29T20:05:00Z,Investigating
19560904,2023-12-29T20:05:00Z,2023-12-29T21:09:00Z,Update
19560904,2023-12-29T21:09:00Z,2023-12-29T21:21:00Z,Update
19560904,2023-12-29T21:21:00Z,2023-12-29T21:21:00Z,Resolved
19601822,2024-01-03T12:42:00Z,2024-01-03T12:42:00Z,Investigating
19601822,2024-01-03T12:42:00Z,2024-01-03T12:59:00Z,Update
19601822,2024-01-03T12:59:00Z,2024-01-03T13:23:00Z,Update
19601822,2024-01-03T13:23:00Z,2024-01-03T14:07:00Z,Update
19601822,2024-01-03T14:07:00Z,2024-01-03T15:13:00Z,Update
19601822,2024-01-03T15:13:00Z,2024-01-03T16:08:00Z,Update
19601822,2024-01-03T16:08:00Z,2024-01-03T16:51:00Z,Update
19601822,2024-01-03T16:51:00Z,2024-01-03T17:05:00Z,Update
19601822,2024-01-03T17:05:00Z,2024-01-03T17:05:00Z,Resolved
19649919,2024-01-08T20:22:00Z,2024-01-08T20:22:00Z,Investigating
19649919,2024-01-08T20:22:00Z,2024-01-08T21:03:00Z,Update
19649919,2024-01-08T21:03:00Z,2024-01-08T21:55:00Z,Update
19649919,2024-01-08T21:55:00Z,2024-01-08T22:37:00Z,Update
19649919,2024-01-08T22:37:00Z,2024-01-08T23:41:00Z,Update
19649919,2024-01-08T23:41:00Z,2024-01-08T23:41:00Z,Resolved
19653031,2024-01-09T04:59:00Z,2024-01-09T05:40:00Z,Investigating
19653031,2024-01-09T05:40:00Z,2024-01-09T05:44:00Z,Update
19653031,2024-01-09T05:44:00Z,2024-01-09T05:44:00Z,Resolved
19653031,2024-01-09T05:44:00Z,2024-01-09T05:44:00Z,Resolved
19656564,2024-01-09T13:02:00Z,2024-01-09T13:04:00Z,Investigating
19656564,2024-01-09T13:04:00Z,2024-01-09T13:05:00Z,Update
19656564,2024-01-09T13:05:00Z,2024-01-09T13:05:00Z,Update
19656564,2024-01-09T13:05:00Z,2024-01-09T13:07:00Z,Update
19656564,2024-01-09T13:07:00Z,2024-01-09T13:23:00Z,Update
19656564,2024-01-09T13:23:00Z,2024-01-09T13:24:00Z,Update
19656564,2024-01-09T13:24:00Z,2024-01-09T13:31:00Z,Update
19656564,2024-01-09T13:31:00Z,2024-01-09T13:34:00Z,Update
19656564,2024-01-09T13:34:00Z,2024-01-09T13:35:00Z,Update
19656564,2024-01-09T13:35:00Z,2024-01-09T13:39:00Z,Update
19656564,2024-01-09T13:39:00Z,2024-01-09T14:11:00Z,Update
19656564,2024-01-09T14:11:00Z,2024-01-09T14:15:00Z,Update
19656564,2024-01-09T14:15:00Z,2024-01-09T14:15:00Z,Update
19656564,2024-01-09T14:15:00Z,2024-01-09T14:16:00Z,Update
19656564,2024-01-09T14:16:00Z,2024-01-09T14:20:00Z,Update
19656564,2024-01-09T14:20:00Z,2024-01-09T14:24:00Z,Update
19656564,2024-01-09T14:24:00Z,2024-01-09T14:24:00Z,Update
19656564,2024-01-09T14:24:00Z,2024-01-09T14:25:00Z,Update
19656564,2024-01-09T14:25:00Z,2024-01-09T14:27:00Z,Update
19656564,2024-01-09T14:27:00Z,2024-01-09T14:32:00Z,Update
19656564,2024-01-09T14:32:00Z,2024-01-09T14:37:00Z,Update
19656564,2024-01-09T14:37:00Z,2024-01-09T14:38:00Z,Update
19656564,2024-01-09T14:38:00Z,2024-01-09T14:40:00Z,Update
19656564,2024-01-09T14:40:00Z,2024-01-09T14:40:00Z,Resolved
19656564,2024-01-09T14:40:00Z,2024-01-09T14:40:00Z,Resolved
19656564,2024-01-09T14:40:00Z,2024-01-09T14:40:00Z,Resolved
19780875,2024-01-21T03:45:00Z,2024-01-21T04:16:00Z,Investigating
19780875,2024-01-21T04:16:00Z,2024-01-21T04:53:00Z,Update
19780875,2024-01-21T04:53:00Z,2024-01-21T05:26:00Z,Update
19780875,2024-01-21T05:26:00Z,2024-01-21T05:54:00Z,Update
19780875,2024-01-21T05:54:00Z,2024-01-21T06:19:00Z,Update
19780875,2024-01-21T06:19:00Z,2024-01-21T06:19:00Z,Resolved
19780832,2024-01-21T03:38:00Z,2024-01-21T03:38:00Z,Investigating
19780832,2024-01-21T03:38:00Z,2024-01-21T04:15:00Z,Update
19780832,2024-01-21T04:15:00Z,2024-01-21T04:21:00Z,Update
19780832,2024-01-21T04:21:00Z,2024-01-21T04:50:00Z,Update
19780832,2024-01-21T04:50:00Z,2024-01-21T05:24:00Z,Update
19780832,2024-01-21T05:24:00Z,2024-01-21T06:00:00Z,Update
19780832,2024-01-21T06:00:00Z,2024-01-21T06:15:00Z,Update
19780832,2024-01-21T06:15:00Z,2024-01-21T06:15:00Z,Update
19780832,2024-01-21T06:15:00Z,2024-01-21T06:50:00Z,Update
19780832,2024-01-21T06:50:00Z,2024-01-21T07:24:00Z,Update
19780832,2024-01-21T07:24:00Z,2024-01-21T07:55:00Z,Update
19780832,2024-01-21T07:55:00Z,2024-01-21T08:27:00Z,Update
19780832,2024-01-21T08:27:00Z,2024-01-21T08:58:00Z,Update
19780832,2024-01-21T08:58:00Z,2024-01-21T09:32:00Z,Update
19780832,2024-01-21T09:32:00Z,2024-01-21T09:34:00Z,Update
19780832,2024-01-21T09:34:00Z,2024-01-21T09:34:00Z,Resolved
19807320,2024-01-23T15:50:00Z,2024-01-23T15:59:00Z,Investigating
19807320,2024-01-23T15:59:00Z,2024-01-23T16:37:00Z,Update
19807320,2024-01-23T16:37:00Z,2024-01-23T17:17:00Z,Update
19807320,2024-01-23T17:17:00Z,2024-01-23T18:14:00Z,Update
19807320,2024-01-23T18:14:00Z,2024-01-23T18:53:00Z,Update
19807320,2024-01-23T18:53:00Z,2024-01-23T18:53:00Z,Update
19807320,2024-01-23T18:53:00Z,2024-01-23T18:53:00Z,Resolved
19850844,2024-01-28T13:20:00Z,2024-01-28T13:20:00Z,Investigating
19850844,2024-01-28T13:20:00Z,2024-01-28T13:57:00Z,Update
19850844,2024-01-28T13:57:00Z,2024-01-28T14:27:00Z,Update
19850844,2024-01-28T14:27:00Z,2024-01-28T14:42:00Z,Update
19850844,2024-01-28T14:42:00Z,2024-01-28T14:42:00Z,Resolved
19876035,2024-01-31T14:14:00Z,2024-01-31T14:14:00Z,Investigating
19876035,2024-01-31T14:14:00Z,2024-01-31T14:33:00Z,Update
19876035,2024-01-31T14:33:00Z,2024-01-31T14:49:00Z,Update
19876035,2024-01-31T14:49:00Z,2024-01-31T14:56:00Z,Update
19876035,2024-01-31T14:56:00Z,2024-01-31T14:57:00Z,Update
19876035,2024-01-31T14:57:00Z,2024-01-31T14:57:00Z,Resolved
19881217,2024-02-01T03:13:00Z,2024-02-01T03:14:00Z,Investigating
19881217,2024-02-01T03:14:00Z,2024-02-01T03:55:00Z,Update
19881217,2024-02-01T03:55:00Z,2024-02-01T04:21:00Z,Update
19881217,2024-02-01T04:21:00Z,2024-02-01T04:41:00Z,Update
19881217,2024-02-01T04:41:00Z,2024-02-01T04:41:00Z,Update
19881217,2024-02-01T04:41:00Z,2024-02-01T04:41:00Z,Resolved
19910963,2024-02-05T09:40:00Z,2024-02-05T09:53:00Z,Investigating
19910963,2024-02-05T09:53:00Z,2024-02-05T09:53:00Z,Resolved
19947047,2024-02-09T11:09:00Z,2024-02-09T11:11:00Z,Investigating
19947047,2024-02-09T11:11:00Z,2024-02-09T11:25:00Z,Update
19947047,2024-02-09T11:25:00Z,2024-02-09T11:28:00Z,Update
19947047,2024-02-09T11:28:00Z,2024-02-09T11:28:00Z,Resolved
19966019,2024-02-12T11:38:00Z,2024-02-12T11:38:00Z,Investigating
19966019,2024-02-12T11:38:00Z,2024-02-12T12:00:00Z,Update
19966019,2024-02-12T12:00:00Z,2024-02-12T12:29:00Z,Update
19966019,2024-02-12T12:29:00Z,2024-02-12T12:39:00Z,Update
19966019,2024-02-12T12:39:00Z,2024-02-12T12:39:00Z,Resolved
19966692,2024-02-12T13:28:00Z,2024-02-12T13:28:00Z,Investigating
19966692,2024-02-12T13:28:00Z,2024-02-12T14:04:00Z,Update
19966692,2024-02-12T14:04:00Z,2024-02-12T14:36:00Z,Update
19966692,2024-02-12T14:36:00Z,2024-02-12T15:16:00Z,Update
19966692,2024-02-12T15:16:00Z,2024-02-12T15:51:00Z,Update
19966692,2024-02-12T15:51:00Z,2024-02-12T16:26:00Z,Update
19966692,2024-02-12T16:26:00Z,2024-02-12T17:01:00Z,Update
19966692,2024-02-12T17:01:00Z,2024-02-12T17:30:00Z,Update
19966692,2024-02-12T17:30:00Z,2024-02-12T18:13:00Z,Update
19966692,2024-02-12T18:13:00Z,2024-02-12T18:14:00Z,Update
19966692,2024-02-12T18:14:00Z,2024-02-12T18:14:00Z,Resolved
20040093,2024-02-21T17:20:00Z,2024-02-21T17:30:00Z,Investigating
20040093,2024-02-21T17:30:00Z,2024-02-21T17:30:00Z,Resolved
